sentence,difficulty
"To persist in buying 100 percent French would be like living without a refrigerator, without a washing machine, without a smartphone, without a computer. In other words, the most patriotic and the most eco-friendly will either have to put water in their wine or return to a way of life from another age",B2
"If we had more money, we would buy a Matisse painting.",B1
"According to the World Health Organization (WHO), there were approximately 200 million obese people worldwide in 1995.",C1
Today I ate a chocolate mousse because I'm not on a diet.,A2
"At the same time, the rise of nanotechnologies is stimulating the miniaturization and mobility of these tools to which it will be a question of grafting energy systems as small as possible.",C1
"With each breath she felt the smoke entering her lungs, like an insidious poison.",B2
They often go to the opera,A1
"Locked in the mousetrap of love, condemned to the labors of love in perpetuity, they lay next to each other, beautiful, tender, loving and aimless.",C2
The men cut it out and place it above the flame.,A2
"Once shredded and dried, they are then grouped into small cylinders called “pallets”.",B2
"Thanks to the concerted actions of these organizations, thousands of children are rescued from the clutches of violence and war every year.",B1
You fill the pot with water and add ice cubes.,A2
Ignoring them while remaining nostalgic is unconscious.,C1
"He stopped, stooped down, and when she approached, with his little hesitant step, he jumped into the air like devils locked in boxes, then he darted with one stride to the other end of the living room.",C2
"Then, Marie and I went to look in a bookstore and found a very pretty children's storybook.",B1
The biography is a treat but the daily life of the public writer is nourished by the countless requests for one-off services made by individuals and companies.,C1
"If this actress had accepted the role, she would have been great.",B1
It would have been difficult to imagine a more baroque assemblage of outdated clothing,C2
This very high mortality corresponds to a relatively short average lifespan.,C1
And there were more than a thousand of them.,B1
I live in Rouen but I work in Paris,A1
You call him every day until he gives you an answer.,B1
He has been playing football for five years.,A1
"It's really great to be in the city and have the monuments, museums and the beach in one place",B1
"Thus, they become more efficient and the employer benefits.",B2
"Everyone was shorn to the nines, their ears stood out from their heads, they were clean-shaven; some even who had gotten up before dawn, not having seen clearly when shaving, had scars diagonally under their noses, or, along their jaws, peelings of epidermis as wide as crowns of three francs, and which had been ignited by the open air during the journey, which marred a little with pink patches all these large, blooming white faces.",C2
"The main building, which has just been renovated, looks brand new and they painted the walls in pastel colors",B2
There are also characters with exceptional secular political power: kings.,C2
As proof: the Bedouins have made burning mint tea a real ritual and consume it several times a day.,B2
"Eleven o'clock struck, I went to Ellenore: she was waiting for me.",C2
I'm going to lock the door for safety.,A2
"To check that you understand correctly, answer these questions.",A2
A way of working which they are usually deprived of in transmissive teaching.,C2
"The Sahara is the hottest on Earth, where temperatures of over 50°C are not uncommon.",A2
I was working when he came up behind me by surprise.,A2
"Thus, Pierre has the privilege of admiring one of the most visited monuments in the world every day.",A1
My mother's name is Marie.,A1
Some vagabonds carefully maintain their own travel guide and sell their information for money.,C2
Another organization that is making its share of impact on the indigenous peoples of the coast is the International Whaling Commission.,C1
I only know one: Valérie,A2
I really like the ones with the Eiffel Tower.,A1
"Many see their family nest in a new light: “Parisian apartments in historic districts may be full of charm, but above all they are too small,” mocks the Wall Street Journal.",B2
They went to buy a range of maintenance products to clean their garage.,C1
