sentence,difficulty
"Cette notion désignait essentiellement, et de manière pragmatique, un équilibre purement mécanique entre les puissances du continent européen, qui devait empêcher l'apparition de toute hégémonie : lorsque l'équilibre était rompu, les autres États le reconstituaient presque automatiquement en s'alliant contre le perturbateur.",C2
"C'est juste une petite infection, nous allons vous soigner.",B1
"Et Forestier, presque allongé sur le canapé, une jambe repliée sous lui, la serviette glissée dans son gilet pour ne pas tacher son manteau, déclara tout à coup, avec un rire de sceptique convaincu : « Sacristi oui, on le paierait si on l'était. sûrs du silence. Bigre de bigre ! pauvres maris !",C2
"A travers des flashbacks éclairant la vie passée de l'héroïne, l'écrivain relate la disparition successive de plusieurs spécimens.",C1
"Les enfants, habillés comme leurs pères, semblaient mal à l'aise avec leurs nouveaux vêtements (beaucoup portaient même la première paire de bottes de leur vie ce jour-là), et on pouvait voir à côté d'eux, sans dire un mot dans la robe. blanche de sa première communion étendue pour l'occasion, quelque grande petite fille de quatorze ou seize ans, leur cousine ou leur sœur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade de rose, et très effrayée de salir ses gants.",C2
Quel dommage que personne ne veuille prononcer un discours sur la retraite la semaine prochaine.,B1
"Neuf militants d'ONG, vêtus de jaune ou de blanc, ont escaladé la clôture du tarmac de l'aéroport vers 9 heures du matin et se sont déployés autour d'un avion Boeing 777 d'Air France, stationné au sol et sans passagers à bord.",C1
Les enfants étaient allés dans les bois de chênes pour couper des branches et confectionner des couronnes de feuilles à la manière des empereurs romains.,B2
La corruption se fait sentir à différents niveaux : les salaires sont si bas que les employés sont tentés d'accepter des pots-de-vin pour approuver des plans opérationnels qu'ils n'ont jamais vus.,B2
J'avais soif et j'ai pris un café,A2
"Pourtant, ce geste familier rappelle quotidiennement la construction inégale du Monde initiée au XVe siècle.",C1
Comment s’écrit votre nom ?,A1
Je reste à la maison,A1
Je promène le chien de mon voisin qui est en vacances.,A1
Il ne me laisse pas regarder la télé.,A1
"Alors séduisez, faites votre odieux travail technique et perdez votre âme.",C1
"La journée de dimanche a été particulièrement meurtrière avec au moins 18 morts parmi les rangs des manifestants, selon l'ONU.",B2
"Le seuil de douleur se situe autour de 120 dB, mais l'oreille est vulnérable à partir du seuil de 90 dB avec une écoute de plusieurs heures.",B2
"La tradition nord-américaine est de se réunir en famille pour manger une dinde farcie accompagnée de purée de pommes de terre, de patates douces, de gelée de canneberges et de tarte à la citrouille.",B2
Vous êtes encore étudiant?,A1
"Avec la météo, vous pouvez savoir quel temps il fera le soir, le lendemain ou en semaine",B1
Le concept est simple : chaque foyer peut déposer son ancien appareil en échange de l'achat d'un nouveau auprès du même distributeur.,B2
Je suis déçu que la réunion d'hier se soit terminée ainsi.,B1
Dois-je te couper les cheveux comme ça ?,A1
Pourquoi ne parle-t-il pas ?,A1
"Plusieurs caractéristiques des relations sociales anciennes ont été préservées, notamment l'interdisciplinarité (on trouvera ici les contributions d'économistes, de sociologues, de politologues, de démographes) et le multilinguisme (le rapport est publié en allemand, français et anglais, afin d'ouvrir et d'internationaliser le débat. ).",C1
Mes efforts les plus subtils furent vains face aux préjugés muets du père de Georges.,C2
Le restaurant est sur votre gauche,A1
"A mi-chemin, il doit souvent se retourner",B2
"Bientôt, ce sera au tour des entreprises de bénéficier d'une telle possibilité, qui devrait permettre de collecter et recycler près de 70 000 tonnes de déchets professionnels.",B2
"En attendant, pour le remplacer, je vous présente notre nouveau cuisinier.",B1
"Le chili végétarien, aussi appelé chili végétal, est un incontournable de la cuisine antillaise.",C1
"Le 24 décembre, c'est le réveillon du Nouvel An",B2
"Il fit également construire une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin.",B1
"L’engouement pour les potagers s’inscrit dans le mouvement de développement de l’autonomie alimentaire, mouvement accentué par cette crise du coronavirus.",B2
"Quand je l'ai vu, mon cœur s'est mis à battre très fort.",B1
"Quel pourrait être le problème de ces petits livrets plutôt attractifs que seulement 23,4% de leurs détenteurs arrivent au bout ?",C2
Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,B1
"Ce matin, en me levant, j'avais un terrible mal de ventre.",B1
"C'est l'analyse de l'Union fédérale des consommateurs qui, mardi 9 août, en dévoilant une synthèse sur le sujet, a demandé un changement profond dans la gestion des ressources disponibles.",C2
"Je ne pense pas qu'il faille interdire aux gens de revenir s'ils le souhaitent, mais ils devraient plutôt se loger ailleurs au cas où.",B1
La production a presque totalement disparu en France.,B2
J'ai la chance d'avoir vu le spectacle plus de 500 fois,A2
Tu as vu mes sœurs,A1
"Le lendemain de son 50e anniversaire, on lui a diagnostiqué un cancer du poumon en phase terminale avec une espérance de vie estimée à deux ans.",C1
"Avec la lutte contre le séparatisme, une stratégie entravante et répressive contre l'islam radical est mise en œuvre.",C1
"Et lorsqu’ils commencent à démonter le sol de la salle à manger, ils découvrent du sang coagulé.",B2
Il vous ordonne de partir immédiatement !,A2
"Se pourrait-il que la vie paraisse d'autant plus réelle que toutes les illusions disparaissent, tout comme les sommets des rochers se dessinent mieux à l'horizon lorsque les nuages ​​se dissipent ?",C2
Une partie de la population se retrouve exclue et souffre à la fois des conditions matérielles auxquelles elle est réduite et du regard que l'on porte sur elle.,C2
L'auteur souhaite encourager les femmes à s'impliquer dans les mathématiques.,B2
"Je cours dans ma chambre, et je me dépêche de m'habiller et de me maquiller, puis je vais prendre le métro",A2
Je ne parlerai jamais ainsi de mon père.,A2
Nous avons réfléchi et nous avons choisi un bonbon,A2
"Malgré l'augmentation des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, alors que 840 millions de personnes continuent de souffrir de manière chronique de sous-alimentation.",C1
"Une vision qui fait écho à celle de D. Méda : elle appelle aussi à un travail de désenchantement, c'est-à-dire de relativiser sa place dans nos sociétés au profit d'activités sociales et politiques, qui développent l'autonomie et la coopération.",C2
Les étudiants se seraient assis sur un banc et vous attendaient.,B2
"Quand nous étions petits, nous avons appris à marcher.",A2
"Mais enfin, monsieur, pour quelle raison détestez-vous Montfleury ?",B1
"Autrefois, il y avait de la faune partout, mais aujourd’hui nos villes ne sont plus que des blocs de béton.",B2
"Il aurait fallu que le prêtre lui-même connaisse cette langue ; mais elle était l'objet de son mépris ; sa connaissance de ce type se limitait à réciter par cœur les prières de son missel, dont il pouvait transmettre grossièrement le sens à ses ouailles.",C2
Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou malvoyante et l'aider dans ses déplacements quotidiens.,B1
"Le rap c'est plus pour moi ""boum bap"", un peu ce qu'on faisait avant",A2
Je me souviens d'un été durant lequel on voyageait beaucoup en caravane,C2
"Les parents de mon mari habitent loin de chez nous, mais mes parents ont une maison à quelques kilomètres de la nôtre",A1
Le vernissage aura lieu le 22 juin à la Galerie de la Calande.,B2
"Pour moi, les médecins et les infirmières sont des héros sans costumes.",A2
"Et on ira manger une gaufre juste après, tu en penses quoi ?",A1
"Il est reconnu comme utile pour les adultes qui travaillent, notamment pour les médecins, les journalistes, ceux qui doivent voyager, ou en cas de problème, de panne sur l'autoroute ou d'accident.",B2
Ma femme me dit que tu es très gentil.,A2
"J'ai eu ce que je voulais, je suis satisfait.",A2
"Un crime non motivé, quelle gêne pour la police",C2
Ne pas avaler.,A2
"Ils ont dit ceci : « Mais en fait, j’avais tort. »",A2
Avez-vous déjà entendu ce que le professeur a dit ?,A2
Vous faites donc partie de la rédaction d'Inter spécialisée dans les questions environnementales et nous fêtons aujourd'hui les trente ans du Conservatoire du littoral.,C1
"Pendant que les humains discutaient, Mimi le caniche, Fido le berger allemand et moi nous donnions des nouvelles du quartier et reniflions les nouveaux arrivants.",C1
"Pour être naturalisé, vous devez compléter un dossier et remplir certaines conditions.",B2
Le départ est le seul horizon offert à celui qui cherche les mille cases où le destin cache les solutions à ses mille erreurs.,C1
"Lorsqu’il recevra cette déclaration, il verra que vous êtes sincère et il se rendra compte que vous l’aimez vraiment.",B1
"Au cours des années 1970 et 1980, plusieurs groupes environnementaux des pays industrialisés d’Europe occidentale et d’Amérique du Nord ont organisé des campagnes contre la chasse à la baleine et au phoque.",C1
"Ces fromages sont une sorte de garantie pour le bien-être des vaches et des chèvres, et pour la préservation du terroir.",B2
Qu'en penses-tu ?,A1
"En fait, ma mère préfère faire le ménage seule car je casse tout.",A2
Eh bien pourquoi pas?,A2
"Il ne savait rien, sinon qu'il se rassemblait près de Maubeuge.",B2
Versez progressivement la farine dans le mélange œufs-sucre pour éviter les grumeaux.,C1
"Fabrice se jeta après elle pour la sauver, et tous deux furent entraînés assez loin.",C1
"Ce soir, je suis allé faire du shopping pour notre pique-nique de demain : nous allons faire une randonnée sur le plus grand volcan de l'île.",A2
Le corgi ressemble à un petit renard.,A2
Nous avons dû écouter nos parents,A2
Nous bénéficions de moyens financiers suffisants et justifions les raisons de leur séjour,C1
"Instinctivement, je regardais ma montre : deux heures du matin.",C1
"toutes les dix minutes, vingt personnes sont autorisées à monter l'escalier en colimaçon",C2
Tu ne devrais pas avoir le même pull que ton père.,B1
Je savais que j'étais assis trop longtemps.,B1
Bruxelles a le droit de défendre la politique qu’elle mène.,B1
"Ce qu'il aime le plus, c'est le bricolage.",A2
Il n'a pas plu depuis notre arrivée.,B1
"Blâmant les autorités administratives pour l'absence d'une politique forestière à long terme, ils profitent de la durée de leurs permis pour exploiter sans discernement tout ce qui peut être vendu afin d'augmenter leurs marges bénéficiaires.",B2
J'ai aimé le film,A2
"Jeudi, nous allons au restaurant pour l'anniversaire de ma sœur.",A2
Les vents ne se sont calmés que tôt le matin.,A2
Et tout le terrain Nathalie acquis par le conservatoire est effectivement ouvert au public.,C1
"Pour accroître leur compétitivité, les multinationales qui contrôlent par exemple les marchés mondiaux du café et des bananes font constamment baisser les prix d'achat.",C1
