id,sentence,difficulty
1987,"Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu, ni comment y entrer).",B1
1988,"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2
1989,Ces aventuriers sont des têtes brûlées.,C1
1990,A cela s'ajoute la diminution de l'activité physique.,B2
1991,J'ai 18 ans.,A1
1992,"""80% du travail du robot a été fait"", avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée.",B1
1993,Il veut tout manger.,A2
1994,Il était urgent qu'il changeât ses essuie-glaces.,C2
1995,"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1
1996,"répétait Fabrice, il est donc criminel de vouloir défendre la patrie ?",B2
1997,"Si de la pluie tombe alors qu'il y a du soleil, vous pourrez sans doute observer un arc-en-ciel",B1
1998,"Devenus protocole et politesses rituelles, les mots d'amour glissaient sur la toile cirée de l'habitude.",C1
1999,Parlez-moi d'une journée habituelle.,A1
2000,"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1
2001,Claire suit un cours intensif d'espagnol dont elle est contente.,B2
2002,Voyager c'est bien mais voyager responsable c'est encore mieux !,B1
2003,"Notre garçon de sept ans, et nos jumelles de quatre ans se lèvent quand ils veulent, mais pas plus tard que dix heures.",A2
2004,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
2005,Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1
2006,"La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances",C2
2007,"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore.",C2
2008,"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1
2009,"Si tu veux, tu peux arriver tôt.",A1
2010,Il parle italien et anglais,A1
2011,"Merci Marco, c'est très gentil !",A1
2012,Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1
2013,"Comme mon père va avoir 50 ans, on lui organise un anniversaire surprise.",A2
2014,Tu viens en vacances au ski avec nous cet hivers,A1
2015,Ne regardez pas le livre.,A1
2016,Nous commençons un nouveau cours,A1
2017,Ce que la porte était bien incapable de faire!,B1
2018,Tout le contraire de moi.,A2
2019,C'est ça la vraie question.,A1
2020,"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, n'est-ce pas?",A1
2021,"Attentif aux évolutions de long cours, Pierre Bréchon, professeur à l'IEP de Grenoble, voit se dessiner le visage d'une société d'individualisation, qu'il distingue d'une société d'invidualisme.",C1
2022,"Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou, mieux encore, sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, tout vert et desséché dans ma caisse disjointe , et elle me trouveront moins succulent alors, et bien fait pour elles, et je m'en régale déjà.",C2
2023,On peut faire une classe inversée.,C2
2024,J'ai mis tout ce que j'avais dans ce projet.,A2
2025,Je viendrai dîner avec mon amie.,A1
2026,"Lorsque l'on examine l'origine de coûts, on voit entre autres que la part des coûts des moyens de transport dans le transport routier et le transport aérien est nettement plus élevée que celle des coûts d'infrastructure, alors que ces derniers sont comparativement beaucoup plus importants dans le transport ferroviaire.",C1
2027,"Si j'ai le temps, je te promets que je viendrai avec toi au théâtre",B1
2028,J'ai réservé pour deux nuits.,A1
2029,Ils sont arrivés samedi matin et ils ont visité la ville toute la journée,A1
2030,Elle travaille actuellement à une grille d'évaluation pour auditer la trentaine de structures qui frappent à sa porte.,C1
2031,"Dans un nouveau projet de loi, le premier ministre Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant que le verdict final de la justice ne soit rendu.",C1
2032,Changer de vie.,A1
2033,"Ce n'était pas très intéréssant, nous sommes partis au bout d'une heure.",A2
2034,"L'armée, qui conteste le résultat des élections de novembre remportées massivement par le parti d'Aung San Suu Kyi, a promis la tenue d'un nouveau scrutin.",C1
2035,Elle cueillera les roses et elle les arrosera si nécessaire.,B1
2036,"Six mois après l'introduction définitive de la monnaie unique européenne, les nostalgiques du franc étaient à peine plus nombreux chez les plus de 65 ans que dans l'ensemble de la population - 53 %, contre 48 % , écrit le sociologue.",B2
2037,"Je m'agitais ainsi intérieurement, lorsque je fis connaissance avec le comte de P ***, homme de quarante ans, dont la famille était alliée à la mienne.",C1
2038,Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne,C1
2039,Mais je pense qu'il m'aide beaucoup.,A2
2040,Ils se sont construits quasi exclusivement dans la réussite sociale.,C1
2041,L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
2042,Il a mal à la tête à cause de la musique.,A1
2043,"Certains d'entre ceux-là s'élevaient hauts et droits comme des chênes ; d'autres au contraire se ramassaient courts, trapus et noueux comme des saules ; mais tous avaient de larges torses et des épaules pesantes, des reins et des muscles épais, avec des poignets semblables à des faisceaux de câbles.",B2
2044,Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d'une soirée festive la semaine dernière,B1
2045,"Malgré la reconnaissance par les grandes puissances de ce nouvel état souverain, Guillaume ler n'accepte pas la situation",B2
2046,J'ai vu la tour Eiffel ?,A1
2047,La durée de retention des données peut être fixée par des réglementations sectorielles.,C1
2048,"Quand il doit rencontrer un client important, Marc n'hésite pas à s'habiller sobrement",B1
2049,J'aimerais tant pouvoir un jour danser à l'Opéra de Paris !,B1
2050,"Ces dernières années, j'avais un peu délaissé le piano et j'ai joué pendant une heure.",A2
2051,"La carence en vitamine B3 produit en effet une maladie déjà connue chez l'humain : la pellagre, une maladie mortelle qui fit des ravages à la fin du 19e siècle.",C2
2052,"Ce qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan, chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes.",B2
2053,C'est le plat préféré de Manon.,A1
2054,Moi c'est Pierre.,A1
2055,"Il s'est cassé la cheville, mais malgré ça il veut danser, quelle idée !",B1
2056,"Ensemble, ils vont partir à Paris et ils doivent prendre l'avion le 2/11, au début de l'après-midi.",A2
2057,"Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l'aventure tourne parfois court.",C1
2058,Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier,B2
2059,Ce texte milite pour corriger un préjugé sur les aptitudes intellectuelles des femmes.,B2
2060,La classe ouvrière est également à bout; maladie et alcoolisme y font des ravages.,C2
2061,"Si les gens étaient allés plus souvent dans ce musée, il ne seraient pas fermé aujourd'hui.",B1
2062,"Deux fois, malgré sa pauvreté, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, donné au théâtre de la Scala, et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur.",C1
2063,"Ils ont tout planifié six mois à l'avance, afin de bénéficier des tarifs les plus avantageux, ce qui leur a permis par exemple de réserver un hôtel quatre étoiles au lieu de trois",B2
2064,Les noeuds de ses reins et de son échine s'étaient relâchés.,C2
2065,On passe un agréable moment dans ce restaurant même si l'ambiance animée est un peu trop bruyante.,B1
2066,J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2
2067,"Je n'aimais pas tellement être vendeuse, mais je devais essayer de vendre des appareils photo de toutes sortes aux clients.",B1
2068,Les statistiques sur l'apprentissage montrent que les garçons ont des facultés mentales identiques à celles des filles.,B2
2069,Je m'appelle John.,A1
2070,La femme faisait tout ce que son mari lui demandait.,B1
2071,"Cette somme comprend les dépenses d'électricité et de chauffage au domicile principal et, le cas échéant, au domicile secondaire, ainsi que les dépenses pour l'essence ou le diesel.",C1
2072,Les outils numériques contribuent à la formation des élèves.,B2
2073,"Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis",C2
2074,"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées?"", regrette-t-il.",C2
2075,Je t'écris pour te dire que je vais partir cet été en Corse avec ma famille.,A2
2076,Tu prenais une douche et tu allais au lit.,A2
2077,"La dynamique de la vie de ces couples, ponctuée par des crises successives et des étapes semblables à celles de n'importe quel couple, a pourtant sa logique propre.",C2
2078,"L'école de la République qui a été fondée au XIXe reste aujourd'hui extrêmement actuelle, et on ne peut pas dire qu'elle a simplement servi à franciser les Français.",A2
2079,"Quand j'étais petit, ma mère, elle m'entendait chanter et elle me disait ""Jamais tu seras dans la musique, toi !""",B1
2080,"Le village québécois s'appelait jadis ""la descente des femmes""",C2
2081,Je peux proposer une note si vous voulez.,B1
2082,"Dix ans après le début des fouilles, il apparaît désormais clair qu'un site archéologique du port antique de Bérénice, sur la rive égyptienne de la mer Rouge, abritait un vaste cimetière d'animaux domestiques, aimés et choyés comme à l'époque moderne.",C1
2083,"À mon avis, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1
2084,J'ai conseillé à ma soeur d'aller dans cette école privée.,A2
2085,Pendant combien de temps les monnaies nationales et la monnaie européenne ont-elles circulé conjointement?,B2
2086,"Oui, j'aime le chocolat.",A1
2087,"Puis, d'atroces élancements le dardèrent de ses blessures.",C2
2088,Je m'occupe de mes deux enfants quand ils rentrent de l'école.,A1
2089,Quelle tête à claques celle-là !,C1
2090,"Celui-ci se hisse, en effet, au quatrième rang mondial du marché noir, derrière les stupéfiants, la contrefaçon et le trafic d'êtres humains.",C1
2091,"Pour réparer cette erreur, Prométhée offre la technique aux Hommes, ainsi que le feu",C2
2092,Monsieur de Cyrano n'est pas là ?,A1
2093,La majorité des Français ne restent pas dans leur région durant les vacances d'été,B1
2094,Mais je trouve qu'il vaut mieux permettre aux élèves de s'habiller comme ils veulent.,B1
2095,"Voulez-vous me prêter, Monsieur, votre chapeau ?",B1
2096,"En plus des animaux, il faut aussi s'occuper du potager de mon papy.",A2
